ENSG00000221331.1	0	0	0
ENSG00000148848.14_7	408	9	399
ENSG00000222740.1_1	0	0	0
ENSG00000213170.3_4	0	0	0
ENSG00000287609.1_2	0	0	0
ENSG00000235180.1_6	1	0	1
ENSG00000154493.19_8	0	0	0
ENSG00000287326.1_1	0	0	0
ENSG00000221717.1	0	0	0
ENSG00000199321.1	0	0	0
ENSG00000150760.12_4	14840	76	17325
ENSG00000202487.1	9	0	9
ENSG00000223528.7_9	15	1778	10
ENSG00000232935.2_9	4	4	0
ENSG00000188916.9_8	86	62	28
ENSG00000285520.1_2	0	0	0
ENSG00000214285.3_3	0	0	0
ENSG00000151468.11_8	12	1	21
ENSG00000279725.1_5	0	0	0
ENSG00000186766.8_4	0	0	0
ENSG00000270778.1_4	0	0	0
ENSG00000212499.1_1	0	0	0
ENSG00000180745.5_5	3	0	3
ENSG00000132334.16_5	12189	46	12145
ENSG00000232259.1_7	45	49	0
ENSG00000227076.1_7	61	1	62
ENSG00000287427.1_2	12	4	8
ENSG00000148773.14_6	137007	416	136591
ENSG00000280953.2_3	0	0	0
ENSG00000234640.1_7	0	0	0
ENSG00000224190.2_8	0	0	0
ENSG00000232985.1_8	0	0	0
ENSG00000287361.1_2	0	0	0
ENSG00000225251.1_4	0	0	0
ENSG00000225424.1_6	0	0	0
ENSG00000285615.1_3	0	0	0
ENSG00000170430.10_6	1269	1	1268
ENSG00000266061.1	0	0	0
ENSG00000123240.17_7	20240	99	20152
ENSG00000287466.1_2	4	4	0
ENSG00000235763.1_4	1	1	0
ENSG00000237224.4_8	0	0	0
ENSG00000227374.1_7	0	0	0
ENSG00000283141.1_8	0	0	0
ENSG00000108001.14_4	0	0	0
ENSG00000275327.1_6	0	0	0
ENSG00000266676.1	0	0	0
ENSG00000275005.1_6	0	0	0
ENSG00000287997.1_2	0	0	0
ENSG00000234175.1_6	3	2	1
ENSG00000228330.1_5	4	4	0
ENSG00000237489.5_8	107	1	106
ENSG00000277218.1_7	44	0	44
ENSG00000233122.2_5	188	188	0
ENSG00000233319.1_5	3	0	3
ENSG00000108010.12_4	18484	70	18414
ENSG00000203414.2_4	64	0	65
ENSG00000236303.4_8	2	0	2
ENSG00000237540.1_4	1	1	0
ENSG00000065328.16_4	6468	18	6450
ENSG00000276375.1_7	5	5	0
ENSG00000222997.1	0	0	0
ENSG00000285529.1_3	1	0	1
ENSG00000272055.1	1	0	1
ENSG00000165623.10_8	0	0	0
ENSG00000264803.1	0	0	0
ENSG00000266057.1	0	0	0
ENSG00000176769.9_5	0	0	0
ENSG00000230098.1_6	0	0	0
ENSG00000107537.14_7	1991	9	1982
ENSG00000282390.1_6	0	0	0
ENSG00000265977.1	0	0	0
ENSG00000226209.1_5	0	0	0
ENSG00000086475.15_5	11064	26	11038
ENSG00000189275.4_5	12	0	12
ENSG00000286295.1_1	0	0	0
ENSG00000280446.1_6	0	0	0
ENSG00000175470.14	7400	18	7382
ENSG00000176171.11_4	15866	247	15622
ENSG00000277959.1_6	91	28	66
ENSG00000273521.1_6	95	84	11
ENSG00000279982.1_5	91	0	91
ENSG00000188385.12_6	38	13	29
ENSG00000235010.1_7	0	0	3
ENSG00000151640.13_4	129	6	123
ENSG00000165752.17_6	1520	5	1517
ENSG00000148814.18_6	638	6	634
ENSG00000171813.14_4	1569	6	1563
ENSG00000231705.1_6	1	0	1
ENSG00000234311.1_7	5	4	1
ENSG00000180066.9_4	22	1	21
ENSG00000226900.2_9	6	0	6
ENSG00000286514.1_1	1	0	1
ENSG00000229081.1_6	2	0	2
ENSG00000068383.19_5	3477	7	3925
ENSG00000233256.1_6	0	0	0
ENSG00000148826.9_5	2	456	1
ENSG00000171811.14_9	6	6	0
ENSG00000232903.2_7	1	1	0
ENSG00000224758.1_7	0	0	0
ENSG00000240707.3_6	0	0	0
ENSG00000165626.17_6	219	0	224
ENSG00000197177.15_4	0	0	0
ENSG00000256925.3_8	0	0	0
ENSG00000235264.1_4	0	0	0
ENSG00000171798.18_4	2	1	1
ENSG00000171794.4_4	0	0	0
ENSG00000151650.8_4	0	0	0
ENSG00000166917.11_9	1	0	1
ENSG00000273980.1_6	5	0	5
ENSG00000151651.16_7	11277	18	11259
ENSG00000130640.13_6	17077	139	17057
ENSG00000235245.1_8	563	0	563
ENSG00000198546.15_6	1131	20	1127
ENSG00000283496.1_6	0	0	0
ENSG00000130643.9_6	10	1	9
ENSG00000230306.1_4	6	0	6
ENSG00000226699.1_7	15	0	15
ENSG00000165828.15_5	5	5	0
ENSG00000148803.12_7	830	0	830
ENSG00000127884.5_5	13215	24	13191
ENSG00000265395.1	6	0	6
ENSG00000274685.1_6	1	1	0
ENSG00000148832.16_5	14	0	14
ENSG00000254536.2_8	0	0	0
ENSG00000148824.19_6	95	6	408
ENSG00000203772.7_4	25	338	7
ENSG00000273327.1_2	17	17	0
ENSG00000214279.13_4	577	5	572
ENSG00000273336.1_3	67	1	66
ENSG00000266547.1	2	2	0
ENSG00000130649.10_7	136	1	156
ENSG00000278518.1_6	7	18	0
ENSG00000268925.1	3	4	0
ENSG00000286789.1_1	0	0	0
ENSG00000171772.16_6	1	1	0
ENSG00000288107.1_1	5	0	5
ENSG00000233685.1_2	1	1	0
ENSG00000287327.1_1	0	0	0
ENSG00000225899.8_6	0	0	0
ENSG00000213543.2_2	0	0	0
ENSG00000233435.2_3	4	0	4
ENSG00000230468.1_3	0	0	0
ENSG00000221108.1	0	0	0
ENSG00000279626.1_2	0	0	0
ENSG00000278664.1_3	0	0	0
ENSG00000278761.1_3	0	0	0
ENSG00000278790.1_3	0	0	0
ENSG00000276046.1_3	0	0	0
ENSG00000276904.1_3	0	0	0
ENSG00000278641.1_3	0	0	0
ENSG00000213147.3_2	0	0	0
ENSG00000261914.2_2	0	0	0
ENSG00000282875.1_6	0	0	0
ENSG00000282994.1_6	0	0	0
ENSG00000202508.1	2	0	2
ENSG00000227175.1_7	1	6	0
ENSG00000165630.14_5	1741	9	1883
ENSG00000227474.1_4	8	158	1
ENSG00000282246.1_7	4	4	0
ENSG00000239665.8_7	2875	1610	3185
ENSG00000151474.23_8	4941	1045	6191
ENSG00000273474.1_6	12	9	3
ENSG00000222235.1	0	0	0
ENSG00000225112.1_6	2	0	2
ENSG00000199407.1_1	2	0	2
ENSG00000234091.1_6	1	1	0
ENSG00000215227.4_4	0	0	0
ENSG00000233052.1_8	0	0	0
ENSG00000229751.1_6	0	0	0
ENSG00000235410.1_6	0	0	1
ENSG00000285671.1_3	0	0	0
ENSG00000266321.1	0	0	0
ENSG00000221371.1	0	0	0
